0,0
1.6666e-05,0.1508
3.3333e-05,0.30158
4.9999e-05,0.45236
6.6665e-05,0.60312
8.3331e-05,0.75386
9.9998e-05,0.90456
0.00011666,1.0552
0.00013333,1.2059
0.00015,1.3564
0.00016666,1.507
0.00018333,1.6574
0.0002,1.8078
0.00021666,1.9582
0.00023333,2.1084
0.00024999,2.2586
0.00026666,2.4087
0.00028333,2.5587
0.00029999,2.7086
0.00031666,2.8583
0.00033333,3.008
0.00034999,3.1575
0.00036666,3.307
0.00038332,3.4563
0.00039999,3.6054
0.00041666,3.7544
0.00043332,3.9033
0.00044999,4.052
0.00046666,4.2006
0.00048332,4.3489
0.00049999,4.4972
0.00051665,4.6452
0.00053332,4.793
0.00054999,4.9407
0.00056665,5.0882
0.00058332,5.2354
0.00059999,5.3825
0.00061665,5.5293
0.00063332,5.676
0.00064998,5.8224
0.00066665,5.9686
0.00068332,6.1145
0.00069998,6.2602
0.00071665,6.4056
0.00073332,6.5508
0.00074998,6.6958
0.00076665,6.8405
0.00078331,6.9849
0.00079998,7.129
0.00081665,7.2728
0.00083331,7.4164
0.00084998,7.5597
0.00086665,7.7026
0.00088331,7.8453
0.00089998,7.9877
0.00091665,8.1297
0.00093331,8.2714
0.00094998,8.4128
0.00096664,8.5539
0.00098331,8.6946
0.00099998,8.835
0.0010166,8.975
0.0010333,9.1147
0.00105,9.254
0.0010666,9.393
0.0010833,9.5315
0.0011,9.6698
0.0011166,9.8076
0.0011333,9.945
0.00115,10.082
0.0011666,10.219
0.0011833,10.355
0.0012,10.491
0.0012166,10.626
0.0012333,10.761
0.00125,10.896
0.0012666,11.03
0.0012833,11.164
0.0013,11.297
0.0013166,11.43
0.0013333,11.562
0.00135,11.694
0.0013666,11.825
0.0013833,11.956
0.0014,12.087
0.0014166,12.217
0.0014333,12.347
0.00145,12.476
0.0014666,12.604
0.0014833,12.732
0.0015,12.86
0.0015166,12.987
0.0015333,13.113
0.00155,13.24
0.0015666,13.365
0.0015833,13.49
0.0016,13.614
0.0016166,13.738
0.0016333,13.862
0.00165,13.985
0.0016666,14.107
0.0016833,14.229
0.0017,14.35
0.0017166,14.47
0.0017333,14.59
0.00175,14.71
0.0017666,14.829
0.0017833,14.947
0.0018,15.065
0.0018166,15.182
0.0018333,15.298
0.00185,15.414
0.0018666,15.529
0.0018833,15.644
0.0019,15.758
0.0019166,15.871
0.0019333,15.984
0.00195,16.096
0.0019666,16.208
0.0019833,16.319
0.002,16.429
0.0020166,16.539
0.0020333,16.648
0.00205,16.756
0.0020666,16.864
0.0020833,16.971
0.0021,17.077
0.0021166,17.182
0.0021333,17.287
0.0021499,17.392
0.0021666,17.495
0.0021833,17.598
0.0021999,17.7
0.0022166,17.802
0.0022333,17.903
0.0022499,18.003
0.0022666,18.102
0.0022833,18.201
0.0022999,18.299
0.0023166,18.396
0.0023333,18.492
0.0023499,18.588
0.0023666,18.683
0.0023833,18.777
0.0023999,18.871
0.0024166,18.964
0.0024333,19.056
0.0024499,19.147
0.0024666,19.238
0.0024833,19.327
0.0024999,19.416
0.0025166,19.505
0.0025333,19.592
0.0025499,19.679
0.0025666,19.765
0.0025833,19.85
0.0025999,19.934
0.0026166,20.018
0.0026333,20.101
0.0026499,20.183
0.0026666,20.264
0.0026833,20.344
0.0026999,20.424
0.0027166,20.503
0.0027333,20.581
0.0027499,20.658
0.0027666,20.734
0.0027833,20.81
0.0027999,20.884
0.0028166,20.958
0.0028333,21.031
0.0028499,21.104
0.0028666,21.175
0.0028833,21.246
0.0028999,21.315
0.0029166,21.384
0.0029333,21.452
0.0029499,21.519
0.0029666,21.586
0.0029833,21.651
0.0029999,21.716
0.0030166,21.78
0.0030333,21.843
0.0030499,21.905
0.0030666,21.966
0.0030833,22.026
0.0030999,22.086
0.0031166,22.144
0.0031333,22.202
0.0031499,22.259
0.0031666,22.315
0.0031833,22.37
0.0031999,22.424
0.0032166,22.477
0.0032333,22.53
0.0032499,22.581
0.0032666,22.632
0.0032833,22.682
0.0032999,22.73
0.0033166,22.778
0.0033333,22.825
0.0033499,22.872
0.0033666,22.917
0.0033833,22.961
0.0033999,23.005
0.0034166,23.047
0.0034333,23.089
0.0034499,23.129
0.0034666,23.169
0.0034833,23.208
0.0034999,23.246
0.0035166,23.283
0.0035333,23.319
0.0035499,23.354
0.0035666,23.389
0.0035832,23.422
0.0035999,23.454
0.0036166,23.486
0.0036332,23.517
0.0036499,23.546
0.0036666,23.575
0.0036832,23.603
0.0036999,23.63
0.0037166,23.655
0.0037332,23.68
0.0037499,23.705
0.0037666,23.728
0.0037832,23.75
0.0037999,23.771
0.0038166,23.791
0.0038332,23.811
0.0038499,23.829
0.0038666,23.847
0.0038832,23.863
0.0038999,23.879
0.0039166,23.893
0.0039332,23.907
0.0039499,23.92
0.0039666,23.932
0.0039832,23.943
0.0039999,23.953
0.0040166,23.962
0.0040332,23.97
0.0040499,23.977
0.0040666,23.983
0.0040832,23.988
0.0040999,23.992
0.0041166,23.996
0.0041332,23.998
0.0041499,24
0.0041666,24
0.0041832,24
0.0041999,23.998
0.0042166,23.996
0.0042332,23.992
0.0042499,23.988
0.0042666,23.983
0.0042832,23.977
0.0042999,23.97
0.0043166,23.962
0.0043332,23.953
0.0043499,23.943
0.0043666,23.932
0.0043832,23.92
0.0043999,23.907
0.0044166,23.893
0.0044332,23.879
0.0044499,23.863
0.0044666,23.847
0.0044832,23.829
0.0044999,23.811
0.0045166,23.791
0.0045332,23.771
0.0045499,23.75
0.0045666,23.728
0.0045832,23.705
0.0045999,23.68
0.0046166,23.655
0.0046332,23.63
0.0046499,23.603
0.0046666,23.575
0.0046832,23.546
0.0046999,23.517
0.0047166,23.486
0.0047332,23.454
0.0047499,23.422
0.0047666,23.389
0.0047832,23.354
0.0047999,23.319
0.0048166,23.283
0.0048332,23.246
0.0048499,23.208
0.0048666,23.169
0.0048832,23.129
0.0048999,23.089
0.0049166,23.047
0.0049332,23.005
0.0049499,22.961
0.0049665,22.917
0.0049832,22.872
0.0049999,22.825
0.0050165,22.778
0.0050332,22.73
0.0050499,22.682
0.0050665,22.632
0.0050832,22.581
0.0050999,22.53
0.0051165,22.477
0.0051332,22.424
0.0051499,22.37
0.0051665,22.315
0.0051832,22.259
0.0051999,22.202
0.0052165,22.144
0.0052332,22.086
0.0052499,22.026
0.0052665,21.966
0.0052832,21.905
0.0052999,21.843
0.0053165,21.78
0.0053332,21.716
0.0053499,21.651
0.0053665,21.586
0.0053832,21.519
0.0053999,21.452
0.0054165,21.384
0.0054332,21.315
0.0054499,21.246
0.0054665,21.175
0.0054832,21.104
0.0054999,21.031
0.0055165,20.958
0.0055332,20.884
0.0055499,20.81
0.0055665,20.734
0.0055832,20.658
0.0055999,20.581
0.0056165,20.503
0.0056332,20.424
0.0056499,20.344
0.0056665,20.264
0.0056832,20.183
0.0056999,20.101
0.0057165,20.018
0.0057332,19.934
0.0057499,19.85
0.0057665,19.765
0.0057832,19.679
0.0057999,19.592
0.0058165,19.505
0.0058332,19.416
0.0058499,19.327
0.0058665,19.238
0.0058832,19.147
0.0058999,19.056
0.0059165,18.964
0.0059332,18.871
0.0059499,18.777
0.0059665,18.683
0.0059832,18.588
0.0059999,18.492
0.0060165,18.396
0.0060332,18.299
0.0060499,18.201
0.0060665,18.102
0.0060832,18.003
0.0060999,17.903
0.0061165,17.802
0.0061332,17.7
0.0061499,17.598
0.0061665,17.495
0.0061832,17.392
0.0061999,17.287
0.0062165,17.182
0.0062332,17.077
0.0062499,16.971
0.0062665,16.864
0.0062832,16.756
0.0062999,16.648
0.0063165,16.539
0.0063332,16.429
0.0063499,16.319
0.0063665,16.208
0.0063832,16.096
0.0063998,15.984
0.0064165,15.871
0.0064332,15.758
0.0064498,15.644
0.0064665,15.529
0.0064832,15.414
0.0064998,15.298
0.0065165,15.182
0.0065332,15.065
0.0065498,14.947
0.0065665,14.829
0.0065832,14.71
0.0065998,14.59
0.0066165,14.47
0.0066332,14.35
0.0066498,14.229
0.0066665,14.107
0.0066832,13.985
0.0066998,13.862
0.0067165,13.738
0.0067332,13.614
0.0067498,13.49
0.0067665,13.365
0.0067832,13.24
0.0067998,13.113
0.0068165,12.987
0.0068332,12.86
0.0068498,12.732
0.0068665,12.604
0.0068832,12.476
0.0068998,12.347
0.0069165,12.217
0.0069332,12.087
0.0069498,11.956
0.0069665,11.825
0.0069832,11.694
0.0069998,11.562
0.0070165,11.43
0.0070332,11.297
0.0070498,11.164
0.0070665,11.03
0.0070832,10.896
0.0070998,10.761
0.0071165,10.626
0.0071332,10.491
0.0071498,10.355
0.0071665,10.219
0.0071832,10.082
0.0071998,9.945
0.0072165,9.8076
0.0072332,9.6698
0.0072498,9.5315
0.0072665,9.393
0.0072832,9.254
0.0072998,9.1147
0.0073165,8.975
0.0073332,8.835
0.0073498,8.6946
0.0073665,8.5539
0.0073832,8.4128
0.0073998,8.2714
0.0074165,8.1297
0.0074332,7.9877
0.0074498,7.8453
0.0074665,7.7026
0.0074832,7.5597
0.0074998,7.4164
0.0075165,7.2728
0.0075332,7.129
0.0075498,6.9849
0.0075665,6.8405
0.0075832,6.6958
0.0075998,6.5508
0.0076165,6.4056
0.0076332,6.2602
0.0076498,6.1145
0.0076665,5.9686
0.0076832,5.8224
0.0076998,5.676
0.0077165,5.5293
0.0077332,5.3825
0.0077498,5.2354
0.0077665,5.0882
0.0077831,4.9407
0.0077998,4.793
0.0078165,4.6452
0.0078331,4.4972
0.0078498,4.3489
0.0078665,4.2006
0.0078831,4.052
0.0078998,3.9033
0.0079165,3.7544
0.0079331,3.6054
0.0079498,3.4563
0.0079665,3.307
0.0079831,3.1575
0.0079998,3.008
0.0080165,2.8583
0.0080331,2.7086
0.0080498,2.5587
0.0080665,2.4087
0.0080831,2.2586
0.0080998,2.1084
0.0081165,1.9582
0.0081331,1.8078
0.0081498,1.6574
0.0081665,1.507
0.0081831,1.3564
0.0081998,1.2059
0.0082165,1.0552
0.0082331,0.90456
0.0082498,0.75386
0.0082665,0.60312
0.0082831,0.45236
0.0082998,0.30158
0.0083165,0.1508
0.0083331,1.4696e-15
0.0083498,-0
0.0083665,-0
0.0083831,-0
0.0083998,-0
0.0084165,-0
0.0084331,-0
0.0084498,-0
0.0084665,-0
0.0084831,-0
0.0084998,-0
0.0085165,-0
0.0085331,-0
0.0085498,-0
0.0085665,-0
0.0085831,-0
0.0085998,-0
0.0086165,-0
0.0086331,-0
0.0086498,-0
0.0086665,-0
0.0086831,-0
0.0086998,-0
0.0087165,-0
0.0087331,-0
0.0087498,-0
0.0087665,-0
0.0087831,-0
0.0087998,-0
0.0088165,-0
0.0088331,-0
0.0088498,-0
0.0088665,-0
0.0088831,-0
0.0088998,-0
0.0089165,-0
0.0089331,-0
0.0089498,-0
0.0089665,-0
0.0089831,-0
0.0089998,-0
0.0090165,-0
0.0090331,-0
0.0090498,-0
0.0090665,-0
0.0090831,-0
0.0090998,-0
0.0091165,-0
0.0091331,-0
0.0091498,-0
0.0091665,-0
0.0091831,-0
0.0091998,-0
0.0092164,-0
0.0092331,-0
0.0092498,-0
0.0092664,-0
0.0092831,-0
0.0092998,-0
0.0093164,-0
0.0093331,-0
0.0093498,-0
0.0093664,-0
0.0093831,-0
0.0093998,-0
0.0094164,-0
